"symbol","market","name","industry","supersector","sector","subsector","listedDate","issueShare","marketCap"
"CC4","UPCOM","Investment and Construction Joint Stock Company No.4","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2017-07-28",32000000,1108864000000
"CCA","UPCOM","Can Tho Import Export Seafood Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2019-12-26",15092326,252705912800
"CCI","HOSE","Cuchi Commercial and Industrial Developing Investment Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","2010-04-15",17743865,464839282500
"CCL","HOSE","Cuu Long Petro Urban Development And Investment Corporation","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2011-03-03",53199579,537315747900
"CCM","UPCOM","Can Tho Mineral And Cement Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2008-09-18",6199900,340374290400
"CCP","UPCOM","Hai Phong Cua Cam Port Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2017-03-16",2400000,30960000000
"CCR","HNX","Cam Ranh Port Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2015-09-24",24501817,398593957100
"CCT","UPCOM","Can Tho Port Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2017-06-30",28480000,521184000000
"CCV","UPCOM","VCC Engineering Consultants Joint - Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2017-01-09",1800000,75240000000
"CDC","HOSE","Chuong Duong Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2007-11-01",21988716,413387860800
"CDG","UPCOM","CauDuong Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2017-02-27",3464995,8315786400
"CDH","UPCOM","Hai Phong Public Works and Tourism Services Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","2016-06-23",2000000,5200000000
"CDN","HNX","DaNang Port Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2016-11-30",99000000,2623500000000
"CDO","UPCOM","Consultancy Design and Urban Development Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2015-03-09",31504975,119057300525
"CDP","UPCOM","Codupha Central Pharmaceutical Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2018-07-13",18270000,229430880000
"CDR","UPCOM","Dong Nai Rubber Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2017-06-26",2133271,16852840900
"CE1","UPCOM","Construction And Industry Equipment Joint Stock Company - CIE1","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2017-04-10",6000000,51000000000
"CEG","UPCOM","Construction and Industry Equipment Group Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2017-05-17",3800000,25080000000
"CEN","UPCOM","CENCON Vietnam Joint Stock Company","Consumer Services","Retail","General Retailers","Broadline Retailers","2018-06-15",11427600,233017906080
"CEO","HNX","CEO Group Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2014-09-29",257339985,8981165476500
"CET","HNX","HTC Holding Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Personal Products","2017-07-28",6050000,33880000000
"CFM","UPCOM","CFM Investment Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Business Training & Employment Agencies","2021-01-25",2000000,19612000000
"CFV","UPCOM","Thang Loi Coffee Joint Stock Company","Consumer Goods","Food & Beverage","Beverages","Soft Drinks","2019-06-03",8096000,61985000000
"CGV","UPCOM","Vinaceglass Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2017-06-21",9499956,36935828928
"CH5","UPCOM","Hanoi Construction Joint Stock Company No.5","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2017-06-14",3732450,37697745000
"CHC","UPCOM","Cam Ha Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2017-02-16",6731596,19521628400
"CHP","HOSE","Central Hydropower Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","2016-09-29",146912668,3658125433200
"CHS","UPCOM","Ho Chi Minh City Public Lighting Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Multiutilities","2017-01-12",28400000,284000000000
"CI5","UPCOM","No.5 Construction Investment Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2011-07-01",2700000,36178954800
"CIA","HNX","Cam Ranh International Airport Services Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2017-11-29",19709904,244462283300
"CID","UPCOM","Contruction and Infrastructure Development Joint Stock Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2005-07-14",1082000,6963750000
"CIG","HOSE","COMA 18 Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2011-07-19",31539947,227087618400
"CII","HOSE","Ho Chi Minh City Infrastructure Investment Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2006-05-18",284012369,5977495476300
"CIP","UPCOM","Construction and Industrial Production Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2017-09-27",4545000,19188990000
"CJC","HNX","Central Area Electrical Mechanical Joint Stock Company","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electronic Equipment","2006-12-14",4000000,112400000000
"CKA","UPCOM","An Giang Mechanical Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","2018-10-17",3286404,120939667200
"CKD","UPCOM","Dong Anh Licogi Mechanical Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","2015-05-21",31000000,874355000000
"CKG","HOSE","Kien Giang Construction Investment Consultancy Corporation","Financials","Real Estate","Real Estate Investment & Services","Real Estate Services","2020-03-25",86599781,1853235313400
"CKV","HNX","CokyVina Joint Stock Company","Technology","Technology","Technology Hardware & Equipment","Telecommunications Equipment","2010-03-11",4050000,86258000000
"CLC","HOSE","Cat Loi Joint Stock Company","Consumer Goods","Personal & Household Goods","Tobacco","Tobacco","2006-11-16",26207583,974922087600
"CLG","UPCOM","Cotec Investment and Land - house Development Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2010-08-09",21150000,35955000000
"CLH","HNX","La Hien Cement Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2016-06-07",12000000,415200000000
"CLL","HOSE","Cat Lai Port Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2014-07-08",34000000,1028500000000
"CLM","HNX","Vinacomin - Coal Import Export Joint Stock Company","Basic Materials","Basic Resources","Mining","Coal","2016-04-15",11000000,842600000000
"CLW","HOSE","ChoLon Water Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2011-01-11",13000000,481000000000
"CLX","UPCOM","Cho Lon Investment And Import Export Corporation (CHOLIMEX)","Consumer Goods","Food & Beverage","Food Producers","Food Products","2017-03-01",86600000,1731913400000
"CMC","HNX","CMC Investment Joint Stock Company","Consumer Goods","Automobiles & Parts","Automobiles & Parts","Automobiles","2006-12-11",4561050,31471245000
"CMD","UPCOM","Construction Materials and Interior Decoration Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2019-07-05",15000000,231000000000
"CMF","UPCOM","Cholimex Food Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","2016-11-30",8100000,1620000000000
"CMG","HOSE","CMC Corporation","Technology","Technology","Software & Computer Services","Computer Services","2010-01-22",108998883,7324724937600
"CMI","UPCOM","CMISTONE Vietnam Stock Company","Basic Materials","Basic Resources","Mining","General Mining","2010-06-23",15002500,40000000000
"CMK","UPCOM","Mao Khe - Vinacomin Mechanical Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","2015-10-21",1432578,9741530400
"CMN","UPCOM","Colusa - Miliket Foodstuff Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","2017-07-10",4800000,284073600000
"CMP","UPCOM","ChanMay Port Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2016-02-15",32405415,262483861500
"CMS","HNX","CMH Viet Nam Group Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Business Training & Employment Agencies","2010-11-29",17200000,404694750000
"CMT","UPCOM","Information and Networking technology Joint stock Company","Technology","Technology","Software & Computer Services","Software","2010-03-11",8000000,133445374080
"CMV","HOSE","Ca Mau Trading Joint Stock Company","Consumer Services","Retail","General Retailers","Broadline Retailers","2010-06-21",18155868,263260086000
"CMW","UPCOM","Ca Mau Water Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2017-04-10",15534900,155349000000
"CMX","HOSE","CAMIMEX Group Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2010-11-09",90817502,1569244446000
"CNA","UPCOM","Nghe An Tea Corporation Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2021-12-09",793917,149942864500
"CNC","UPCOM","Traphaco High Tech Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2014-06-25",11364325,329565425000
"CNG","HOSE","Clean Natural Gas Vietnam Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","2011-11-23",27000000,963888326100
"CNN","UPCOM","Consultant and Inspection Joint Stock Company of Construction Technology and Equipment","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2016-06-01",8800000,182160000000
"CNT","UPCOM","CNT Group Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2008-07-28",40015069,594974018514
"COM","HOSE","Materials - Petroleum Joint Stock Company","Consumer Services","Retail","General Retailers","Specialty Retailers","2006-08-07",14120628,621307632000
"CPA","UPCOM","Phuoc An Coffee Joint Stock Company","Consumer Goods","Food & Beverage","Beverages","Soft Drinks","2019-12-30",23627990,271721885000
"CPC","HNX","Cantho Pesticides Joint Stock Company","Basic Materials","Chemicals","Chemicals","Specialty Chemicals","2010-01-18",4303050,73466100000
"CPH","UPCOM","Haiphong Funeral Services Joint Stock Company","Consumer Services","Retail","General Retailers","Specialized Consumer Services","2017-02-08",4400000,1320000000
"CPI","UPCOM","Cai Lan Port Investment Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2017-07-28",36505000,160622000000
"CQN","UPCOM","Quang Ninh Port Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2020-08-18",75049936,1500998720000
"CQT","UPCOM","VVMI Quan Trieu Cement Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2016-11-01",25000000,338175000000
"CRC","HOSE","Create Capital Viet Nam Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2018-08-20",30000000,226200000000
"CRE","HOSE","Century Land Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2018-09-05",201599557,8230297493000
"CSC","HNX","COTANA GROUP Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2009-11-04",22816144,1865423020000
"CSI","UPCOM","Vietnam Construction Securities Joint Stock Company","Financials","Financial Services","Financial Services","Investment Services","2019-03-15",16800000,1508824800000
"CSM","HOSE","The Southern Rubber Industry Joint Stock Company","Consumer Goods","Automobiles & Parts","Automobiles & Parts","Tires","2009-08-11",103626467,1813442085000
"CST","UPCOM","Cao Son Coal Joint Stock Company","Basic Materials","Basic Resources","Mining","Coal","2021-04-26",42846773,773384252650
"CSV","HOSE","South Basic Chemicals Joint Stock Company","Basic Materials","Chemicals","Chemicals","Specialty Chemicals","2015-03-18",44200000,2086240000000
